"共有model数","item_name 中文","model_name 中文","目标价","model_image_susercontent","product_link","L2 中文","L3 中文","邀请码","model_id","final_1688_link","price judge","展示日期","item_id","item下最高价","特殊tag","日均销售额","日均单量","asp_tag_by_l1"
"1","摩托车多米诺开关霍尼韦尔开关（左侧）通用型","左侧碳纤维","8.02","https://cf.shopee.ph/file/ph-11134207-7rasb-m6qqfh3dfmrv98","http://shopee.ph/product/146191125/8757374956","摩托车零配件","其他的","IVCN202605189968","'168740366692","缺少","P1","'05-19","'8757374956","8.02","","20-40美金","20-40单","中价品"
"1","SKF 6205/C3VC104 耐力轴承","SKF 6205/C3VC104 耐力轴承","8.01","https://cf.shopee.com.my/file/my-11134207-7r98y-ll4sfwc66qul55","http://shopee.com.my/product/415440132/12213636076","摩托车零配件","传动系统、变速器和离合器","IVCN202605187136","'47344614849","缺少","P1","'05-19","'12213636076","8.01","","20-40美金","20-40单","中价品"
"1","批发100个摩托车配件车身螺栓螺丝盘不锈钢工具6*20mm","批发100个摩托车配件车身螺栓螺丝盘不锈钢工具6*20mm","7.98","https://cf.shopee.ph/file/ph-11134207-7r98t-lqn3yjs57cjz42","http://shopee.ph/product/1039332352/24309161760","摩托车零配件","其他的","IVCN2026051811274","'225996003711","缺少","P1","'05-19","'24309161760","7.98","","20-40美金","20-40单","高价品"
"1","JVT离合器弹簧 1000rpm/1500rpm（Mio、Click、Skydrive、Aerox、Nmax、Gy6）","Click/m3/nmax/aerox,1000rpm","7.97","https://cf.shopee.ph/file/ph-11134207-7r98r-ltdf731dtuf81d","http://shopee.ph/product/50097496/25271127901","摩托车零配件","传动系统、变速器和离合器","IVCN202605189006","'128896303540","缺少","P1","'05-19","'25271127901","7.97","","40-60美金","20-40单","高价品"
"1","JVT离合器弹簧 1000rpm/1500rpm（Mio、Click、Skydrive、Aerox、Nmax、Gy6）","Click/m3/nmax/aerox,1200rpm","4.29","https://cf.shopee.ph/file/ph-11134207-7r98r-ltdf731dtuf81d","http://shopee.ph/product/50097496/25271127901","摩托车零配件","传动系统、变速器和离合器","IVCN202605189964","'168737281926","缺少","P1","'05-19","'25271127901","7.97","","20-40美金","20-40单","高价品"
"1","适用于 CRF、CBR150R、SONIC 150、CRF250、CRF300、CBR250、CBR300 的凸轮轴齿轮。","适用于 CRF、CBR150R、SONIC 150、CRF250、CRF300、CBR250、CBR300 的凸轮轴齿轮。","7.93","https://cf.shopee.co.th/file/sg-11134201-820n9-mnnx410tjaboa5","http://shopee.co.th/product/150660764/25721683282","摩托车零配件","燃油系统","IVCN2026051811608","'240560872328","缺少","P1","'05-19","'25721683282","7.93","","20-40美金","20-40单","中价品"
"1","2DP 气门密封圈套装 4 件装 NMAX 155 老款 NMAX 155 新款 AEROX 155 老款 AEROX 155 新款 LEXI 125/155","2DP 气门密封圈套装 4 件装 NMAX 155 老款 NMAX 155 新款 AEROX 155 老款 AEROX 155 新款 LEXI 125/155","7.88","https://cf.shopee.ph/file/b3c4348f3af71ccd0369deb1c0af2575","http://shopee.ph/product/345927795/26774147660","摩托车零配件","其他的","IVCN2026051913367","'218166584026","缺少","P1","'05-19","'26774147660","7.88","","20-40美金","20-40单","中价品"
"1","TDD 原装 6 LED 摩托车大灯 35W 高性能摩托车照明","TDD T06","7.87","https://cf.shopee.ph/file/27340d5f9c20cd88bf5dd326d72860df","http://shopee.ph/product/331892287/3361196249","摩托车零配件","灯光","IVCN202605189762","'164679567916","缺少","P1","'05-19","'3361196249","7.87","","20-40美金","20-40单","高价品"
"1","新款！自行车/摩托车手机支架。快速锁定,安全牢固,安装简便,360°可调节。","镜架+头盔","7.86","https://cf.shopee.co.th/file/th-11134207-7ra0t-mdtv11ri4bf793","http://shopee.co.th/product/465188040/40310990773","摩托车配件","手机支架","IVCN2026051812712","'296238783798","缺少","P1","'05-19","'40310990773","7.86","6月最新热销！！","20-40美金","20-40单","中价品"
"1","新款！自行车/摩托车手机支架。快速锁定,安全牢固,安装简便,360°可调节。","车把 + 头盔","7.86","https://cf.shopee.co.th/file/th-11134207-7ra0u-mdtv12v6jnpvf9","http://shopee.co.th/product/465188040/40310990773","摩托车配件","手机支架","IVCN2026051812715","'296238783799","缺少","P1","'05-19","'40310990773","7.86","6月最新热销！！","20-40美金","20-40单","中价品"
"1","新款！自行车/摩托车手机支架。快速锁定,安全牢固,安装简便,360°可调节。","镜架 + 12W 充电器","7.86","https://cf.shopee.co.th/file/th-11134207-7ra0t-mdtv15sw7jyrfb","http://shopee.co.th/product/465188040/40310990773","摩托车配件","手机支架","IVCN2026051812719","'296238783800","缺少","P1","'05-19","'40310990773","7.86","6月最新热销！！","20-40美金","20-40单","中价品"
"1","正品欧司朗 H7 12V 55W 汽车和摩托车前大灯灯泡（1 个灯泡）。","正品欧司朗 H7 12V 55W 汽车和摩托车前大灯灯泡（1 个灯泡）。","7.86","https://cf.shopee.co.th/file/f31fa899570e84569b0f8aede31d83be","http://shopee.co.th/product/148826574/2280215774","摩托车零配件","灯光","IVCN202605187020","'32160815429","缺少","P1","'05-19","'2280215774","7.86","","20-40美金","20-40单","中价品"
"1","Uni Art Yamaha Ego S2 Fi V2 稀有篮子 Bakul 高品质","Uni Art Yamaha Ego S2 Fi V2 稀有篮子 Bakul 高品质","7.85","https://cf.shopee.com.my/file/1038b94b6ac29e6b707375bf8cde3ff2","http://shopee.com.my/product/255019406/7963000298","摩托车配件","其他的","IVCN202605199439","'41832103788","缺少","P1","'05-19","'7963000298","7.85","","20-40美金","20-40单","高价品"
"1","街王摩托车侧视镜 摩托车专用 360° 防爆防眩光","白色+小镜子","7.85","https://cf.shopee.ph/file/ph-11134207-7rasl-m8fy360bqo8j08","http://shopee.ph/product/947046298/25024734124","摩托车配件","镜子及配件","IVCN202605187078","'39563548837","缺少","P1","'05-19","'25024734124","7.85","6月最新热销！！","20-40美金","20-40单","高价品"
"1","LC135 V1-V7 气缸主泵 100% 原装雅马哈","LC135 V1-V7 气缸主泵 100% 原装雅马哈","7.84","https://cf.shopee.com.my/file/my-11134207-7r98u-lo6kuftfyhom16","http://shopee.com.my/product/359909141/14195071937","摩托车零配件","制动系统","IVCN202605187062","'39183954570","缺少","P1","'05-19","'14195071937","7.84","","20-40美金","20-40单","高价品"
"1","120W H4 LED摩托车灯 360°超亮迷你驾驶灯 H4 H6 T19 P15D 前大灯","H4（白+黄）","7.83","https://cf.shopee.ph/file/ph-11134207-7rash-m8egvt6hutep27","http://shopee.ph/product/837956508/29732870686","摩托车零配件","灯光","IVCN2026051810994","'215975477788","缺少","P1","'05-19","'29732870686","7.83","","20-40美金","20-40单","中价品"
"1","（正品）BARAKO175 SK转向滚珠轴承套装,上/下HD3、CT100、CT125、ROUSER135","（正品）BARAKO175 SK转向滚珠轴承套装,上/下HD3、CT100、CT125、ROUSER135","7.72","https://cf.shopee.ph/file/ph-11134207-81ztf-mhuham4qv75x2a","http://shopee.ph/product/1395953330/26021975925","摩托车零配件","传动系统、变速器和离合器","IVCN2026051911471","'157620939580","缺少","P1","'05-19","'26021975925","7.72","","40-60美金","20-40单","中价品"
"1","适用于WAVE125R的完整点火开关组件。包含点火开关、座椅锁和2把钥匙。Wave 125R专用安全型点火开关。坚固的钥匙外壳。","WAVE125R","7.72","https://cf.shopee.co.th/file/sg-11134201-22100-2g48azhkweivd4","http://shopee.co.th/product/632838991/21352981375","摩托车配件","锁具与安防","IVCN202605187148","'49113714026","缺少","P1","'05-19","'21352981375","7.72","6月最新热销！！","20-40美金","20-40单","中价品"
"1","一对带螺丝的后视镜塞,兼容所有 Vespa 车型：Sprint、Primavera 150、GTS 300、S125（2013-2023）。","黑色的","7.7","https://cf.shopee.co.th/file/cn-11134207-7ras8-mbque676rwsd72","http://shopee.co.th/product/1420189666/26538311777","摩托车零配件","其他的","IVCN2026051812006","'253592440698","缺少","P1","'05-19","'26538311777","7.7","","20-40美金","20-40单","中价品"
"1","颈柄切割,135lc v1 原装 PNP 2 英寸","支架 lcv1","7.7","https://cf.shopee.com.my/file/my-11134207-7quky-lguxo61mbg8m3a","http://shopee.com.my/product/111555518/22520828894","摩托车零配件","车身及车架","IVCN202605199511","'49245390969","缺少","P1","'05-19","'22520828894","7.7","","20-40美金","20-40单","高价品"
"1","批发（10 件）双离合橡胶件 Mio sporty Mio Smile Soul Nouvo Fino Mio M3 Mio J 零件号 5TL","批发（10 件）双离合橡胶件 Mio sporty Mio Smile Soul Nouvo Fino Mio M3 Mio J 零件号 5TL","7.67","https://cf.shopee.ph/file/id-11134207-7rasc-m2avofbe8qnt6d","http://shopee.ph/product/1063704776/26166862748","摩托车零配件","制动系统","IVCN2026051914185","'236991115284","缺少","P1","'05-19","'26166862748","7.67","","20-40美金","20-40单","中价品"
"1","GR5/TC4 摩托车 CNC 钛合金螺丝 M6X15/20/25/30MM 圆盘螺丝 内梅花瓣彩色装饰螺丝","紫色,M6X15","7.65","https://cf.shopee.com.my/file/sg-11134201-7qvdp-lfi3ak7guhoq08","http://shopee.com.my/product/49957549/23838693196","摩托车零配件","车身及车架","IVCN2026051810916","'214205320737","缺少","P1","'05-19","'23838693196","7.65","","20-40美金","20-40单","中价品"
"1","HMA 车头灯 MIO 1 蓝色（成套出售）","前大灯 + 转向灯","7.64","https://cf.shopee.ph/file/571d21d03036d31a8a44af8acb8eb527","http://shopee.ph/product/424959614/3588624126","摩托车零配件","灯光","IVCN202605188717","'110170280994","缺少","P1","'05-19","'3588624126","7.64","","60-80美金","20-40单","高价品"
"2","Aerox 155 挡泥板连接 MufFlap 前挡泥板 新款 Aerox Connected NVX 摩托车配件挡泥板 Aerox v2","Aerox 155 挡泥板连接 MufFlap 前挡泥板 新款 Aerox Connected NVX 摩托车配件挡泥板 Aerox v2","7.58","https://cf.shopee.ph/file/sg-11134201-7rfgm-m968zic00ntdcb","http://shopee.ph/product/1403492677/44324497369","摩托车配件","挡泥板和防溅板","IVCN2026051812647","'291987687290","缺少","P1","'05-19","'44324497369","7.58","6月最新热销！！","20-40美金","20-40单","中价品"
"2","Aerox 155 挡泥板连接 MufFlap 前挡泥板 新款 Aerox Connected NVX 摩托车配件挡泥板 Aerox v2","Aerox 155 挡泥板连接 MufFlap 前挡泥板 新款 Aerox Connected NVX 摩托车配件挡泥板 Aerox v2","7.58","https://cf.shopee.ph/file/sg-11134201-7rfgm-m968zic00ntdcb","http://shopee.ph/product/1403492677/44324497369","摩托车配件","挡泥板和防溅板","IVCN2026051812647","'291987687290","缺少","P1","'05-19","'44324497369","7.58","6月最新热销！！","20-40美金","20-40单","中价品"
"5","风扇旋转器盖图案 BINTANG 全数控加工,优质铝合金,适用于所有摩托车","粉色,旋转星 KIP","6.97","https://cf.shopee.ph/file/id-11134207-8224r-mkv8w9f8t98g09","http://shopee.ph/product/833089388/25127730591","摩托车配件","其他的","IVCN202509154898","'325568104278","缺少","P1","'05-19","'25127730591","7.58","6月最新热销！！","20-40美金","20-40单","中价品"
"1","PTT Challenger Synthetic 2T 1L","PTT Challenger Synthetic 2T 1L","7.54","https://cf.shopee.co.th/file/fca3e6cfdfabc64b0b5434723b295473","http://shopee.co.th/product/80642034/3348439917","摩托车零配件","燃油系统","IVCN202605187096","'40725579681","缺少","P1","'05-19","'3348439917","7.54","","20-40美金","20-40单","高价品"
"1","摩托车侧视镜配备防眩光蓝色镜片,让骑行更安全","2片（透明镜片）","7.52","https://cf.shopee.ph/file/cn-11134207-7ras8-mckhut4z4dih55","http://shopee.ph/product/1593515065/40210249927","摩托车配件","镜子及配件","IVCN2026051812695","'295861782979","缺少","P1","'05-19","'40210249927","7.52","6月最新热销！！","20-40美金","20-40单","高价品"
"1","Yoromi 摩托车手机支架 电机铝合金手机支架 电机防震 MDL2821","MDL2821-后视镜","7.48","https://cf.shopee.com.my/file/sg-11134201-7repm-m8al5q6ixod3c7","http://shopee.com.my/product/1276527157/29315604515","摩托车配件","手机支架","IVCN2026051914653","'246881774220","缺少","P1","'05-19","'29315604515","7.48","","100-300美金","20-40单","中价品"
"1","新款 N MAX 刹车手柄,旧款 N MAX","左和右","7.47","https://cf.shopee.ph/file/sg-11134201-22110-qq09gc8mn3jvbb","http://shopee.ph/product/325616547/18963463698","摩托车零配件","制动系统","IVCN202605188932","'127142966955","缺少","P1","'05-19","'18963463698","7.47","","20-40美金","20-40单","中价品"
"1","L4X 1型手电筒,40瓦功率,配有全套配件","1 L4x CNC + 全套","7.45","https://cf.shopee.vn/file/vn-11134207-7ras8-m3p14832veet53","http://shopee.vn/product/179904488/9516351197","摩托车零配件","灯光","IVCN2026041039791","'252239487233","缺少","P1","'05-19","'9516351197","7.45","","20-40美金","20-40单","高价品"
"239","雅马哈 RXZ Y100 Y110 SS2 Y125Z 转向叉锥形盖螺母 T 型球轴承座 + 转向叉螺母 绿色","1个绿色螺母+盖子","7.45","https://cf.shopee.com.my/file/my-11134207-7qul3-lkiykrzqzw8ld1","http://shopee.com.my/product/197482372/15495056142","摩托车零配件","传动系统、变速器和离合器","#N/A","'156278211675","缺少","P1","'05-19","'15495056142","7.45","","20-40美金","20-40单","中价品"
"1","适用于 Rouser NS200 200NS FI NS160 FI RS200 Dominar 400 KTM Duke RC V2 的优质燃油滤清器,原装正品 DT171814","适用于 Rouser NS200 200NS FI NS160 FI RS200 Dominar 400 KTM Duke RC V2 的优质燃油滤清器,原装正品 DT171814","7.43","https://cf.shopee.ph/file/ph-11134201-7ra0g-md3gaotkw5ds3b","http://shopee.ph/product/81517734/3101554938","摩托车零配件","燃油系统","IVCN202605187500","'90024416916","缺少","P1","'05-19","'3101554938","7.43","","20-40美金","20-40单","中价品"
"1","适用于 Spacy 125 250K Spacy 125 Attila 节油型 Centa 的油箱,GY6 化油器 125cc 150cc 踏板车 ATV 四冲程,PD24J,25MM 喉管。","适用于 Spacy 125 250K Spacy 125 Attila 节油型 Centa 的油箱,GY6 化油器 125cc 150cc 踏板车 ATV 四冲程,PD24J,25MM 喉管。","7.41","https://cf.shopee.vn/file/vn-11134207-7qukw-lgd50hbdaupj8b","http://shopee.vn/product/991256640/23966885501","摩托车零配件","燃油系统","IVCN2026051811134","'221566017421","缺少","P1","'05-19","'23966885501","7.41","","20-40美金","20-40单","高价品"
"2","越南 SWITCH 套装 左 右 加 Hazard 所有 Mio Aerox Jupiter Mx Vario Beat Scoopy Nmax 等","我的越南灰","7.36","https://cf.shopee.ph/file/sg-11134201-7rbla-m5y38uqq316o7f","http://shopee.ph/product/984742627/29325415548","摩托车零配件","其他的","IVCN2026051812120","'257594382811","缺少","P1","'05-19","'29325415548","7.36","","20-40美金","20-40单","中价品"
"2","越南 SWITCH 套装 左 右 加 Hazard 所有 Mio Aerox Jupiter Mx Vario Beat Scoopy Nmax 等","我的越南灰","7.36","https://cf.shopee.ph/file/sg-11134201-7rbla-m5y38uqq316o7f","http://shopee.ph/product/984742627/29325415548","摩托车零配件","其他的","IVCN2026051812120","'257594382811","缺少","P1","'05-19","'29325415548","7.36","","20-40美金","20-40单","中价品"
"1","全波套件 - Kiprok Nmax PNP Jupiter MX - NJMX 2007-2014 原装雅马哈","全波整流器,整流器+电缆","7.36","https://cf.shopee.com.my/file/id-11134207-7qul1-lk7f12oikzdna9","http://shopee.com.my/product/1247749991/24078261072","摩托车零配件","其他的","IVCN2026051811922","'250759640997","缺少","P1","'05-19","'24078261072","7.36","","20-40美金","20-40单","中价品"
"1","MHR III Ready Gray Visor [BRV LOGO] Turtle Handlebar MHR Half Helmet Half Cut","黑色/黑色","7.31","https://cf.shopee.com.my/file/9b86a981ff877af91d016769c3301b06","http://shopee.com.my/product/458601572/17221171342","摩托车头盔及配件","","IVCN202605189703","'160814165946","缺少","P1","'05-19","'17221171342","7.31","6月最新热销！！","20-40美金","20-40单","高价品"
"4","Boshing bos bosing 作为 26 至 31 套联轴器作为 /ringas","银牌得主为 26-31","7.23","https://cf.shopee.ph/file/id-11134207-7rasb-m1yxdp4jm12wee","http://shopee.ph/product/1315436539/28906226751","摩托车配件","贴纸、标志和徽章","IVCN2026021162151","'251906356495","缺少","P1","'05-19","'28906226751","7.23","6月最新热销！！","40-60美金","20-40单","中价品"
"1","Vinki 儿童头盔（1-5岁）优质亮光漆","白色的","5.96","https://cf.shopee.com.my/file/id-11134207-8224o-midjypod0jk8c9","http://shopee.com.my/product/1291084445/46553266263","摩托车头盔及配件","","IVCN2026051812529","'287263733014","缺少","P1","'05-19","'46553266263","7.21","6月最新热销！！","20-40美金","20-40单","中价品"
"1","Vinki 儿童头盔（1-5岁）优质亮光漆","栗色","1.76","https://cf.shopee.com.my/file/id-11134207-8224u-midjypod1y4o17","http://shopee.com.my/product/1291084445/46553266263","摩托车头盔及配件","","IVCN2026051812533","'287263733015","缺少","P1","'05-19","'46553266263","7.21","6月最新热销！！","20-40美金","20-40单","中价品"
